"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"BEX4",0.209820772814932,7.43630286325369,2.08441784389618,0.0386362800191439,0.0531006827532281,-5.13544545805918,"Not Sig"
"BAAT",-0.366051576349658,12.3084513851507,-2.08438939476289,0.0386389004244774,0.0531006827532281,-5.13550332966726,"Not Sig"
"SEC24A",0.131111737648403,8.66479533477483,2.0843564652958,0.0386419336966345,0.0531006827532281,-5.13557031429413,"Not Sig"
"CLEC1A",0.0845534624414706,6.98900484323126,2.08279201528326,0.0387862772321809,0.0532939225629822,-5.13875153734227,"Not Sig"
"SYNC",0.076323994553702,6.91368842930847,2.08202557274115,0.03885716135968,0.0533861987678366,-5.14030922846926,"Not Sig"
"CLDND2",-0.196909029374632,8.39292170004073,-2.0812915146044,0.0389251544999112,0.0534744856994272,-5.14180059235244,"Not Sig"
"BRICD5",0.105354314663695,6.99394049523678,2.08104767072866,0.0389477634241688,0.0535004138797707,-5.14229589215397,"Not Sig"
"USO1",-0.150314451175269,10.602188662445,-2.08099093703081,0.0389530253211254,0.0535025107090985,-5.14241112269872,"Not Sig"
"HMGCR",0.223027337178905,10.3214942391498,2.08034912425188,0.03901259416419,0.0535791913139988,-5.14371448654431,"Not Sig"
"TMOD3",-0.0819669343601932,7.0192330899138,-2.08025844420987,0.0390210167805088,0.0535856206469059,-5.14389860462205,"Not Sig"
"TSPY4",0.27275462549926,7.01192719469829,2.07977092607486,0.0390663255450015,0.0536426978028048,-5.14488833792737,"Not Sig"
"ERP27",0.212235547362241,7.01075883558718,2.07970689403849,0.0390722798768393,0.0536457308930185,-5.1450183159861,"Not Sig"
"SUMO1",0.11851007187617,7.72785014089715,2.07751184864559,0.0392768676932708,0.0539214584463451,-5.14947172109424,"Not Sig"
"TLE6",0.135372829652628,7.0623861337992,2.07740711993663,0.0392866517616598,0.0539297214090716,-5.14968408770859,"Not Sig"
"PEX6",0.180789587917683,8.38021032546882,2.07644839109212,0.0393763161564447,0.0540476259040496,-5.15162770481553,"Not Sig"
"ANOS1",0.122358480609368,6.64577551716618,2.07630972527884,0.0393892992718089,0.0540602657598811,-5.15190874948237,"Not Sig"
"ZBTB7B",-0.074631440001844,7.30343843996594,-2.07625109885289,0.0393947894971915,0.0540626204817739,-5.15202756680696,"Not Sig"
"C17orf47",-0.0804281056389904,7.20916957136235,-2.07522320134679,0.0394911562036443,0.0541896752543396,-5.15411027406322,"Not Sig"
"GATA4",-0.098166671902657,7.3179166709241,-2.07508311373348,0.0395043052165518,0.0542025254925445,-5.1543940411986,"Not Sig"
"ANO8",0.0826626883717161,7.20669859959246,2.07394603295108,0.0396111735862156,0.0543439501221615,-5.15669668482959,"Not Sig"
"XPNPEP3",-0.220000843397726,13.7241454189651,-2.07331051759708,0.0396710101835702,0.0544208293132148,-5.15798311196529,"Not Sig"
"CPVL",0.387968567175527,9.4732234557509,2.07230589320195,0.0397657579172715,0.0545455804107527,-5.16001593557559,"Not Sig"
"CHCHD4",-0.101050097051347,9.90829420135535,-2.07212305076411,0.0397830229034779,0.0545640368712548,-5.16038581042496,"Not Sig"
"MMP24",0.138959518002608,6.9401588229037,2.07131715623845,0.0398591963873306,0.0546604681491134,-5.16201569771887,"Not Sig"
"MRPL28",-0.0827489754616142,7.7601262032313,-2.07129846923555,0.0398609641707387,0.0546604681491134,-5.16205348424042,"Not Sig"
"SOWAHB",0.0611517932591177,6.83298253658218,2.07049410277196,0.0399371205828495,0.0547596571039779,-5.16367966659085,"Not Sig"
"DBIL5P",-0.0725003711491379,6.95859971827068,-2.06944831129523,0.0400363210170105,0.0548904207836356,-5.16579303908586,"Not Sig"
"DIO3",-0.053469165108968,7.00412757593106,-2.06918912505516,0.0400609391804551,0.054918915762027,-5.1663166549826,"Not Sig"
"CROCC",-0.0626454286993372,7.08507836093026,-2.06902419525528,0.0400766113734602,0.054935142568865,-5.16664981872406,"Not Sig"
"SV2B",-0.170640432506797,7.49603965581842,-2.06878375609312,0.040099468124594,0.0549612135835942,-5.16713546871621,"Not Sig"
"KIF1A",0.220194432688227,7.02687970688864,2.06809940767911,0.0401645850803523,0.0550451968334022,-5.16851745336905,"Not Sig"
"HYOU1",0.220890346074615,9.06608675790726,2.0678802080641,0.0401854614342431,0.0550685384732744,-5.16896001689008,"Not Sig"
"PLXDC2",-0.184835588271452,7.45689441631508,-2.06774737798445,0.0401981165569643,0.0550762847841345,-5.16922817883018,"Not Sig"
"ROBO3",-0.11610933238112,7.51868925542176,-2.06774015512011,0.040198804798809,0.0550762847841345,-5.16924276012834,"Not Sig"
"DLGAP1-AS5",-0.0659620886614407,6.89432358492491,-2.06743186177597,0.0402281904106316,0.055111274151265,-5.1698650882112,"Not Sig"
"SPESP1",0.141183222839154,6.97281010892829,2.06733858755494,0.0402370846552193,0.0551181870234035,-5.17005335634143,"Not Sig"
"BRD4",0.0626305544861694,7.02198572684406,2.06714125893326,0.0402559066433536,0.0551386966484416,-5.17045162511765,"Not Sig"
"AADACP1",-0.197000815468404,7.77023887107857,-2.06702440673294,0.0402670560217016,0.0551486941479089,-5.17068745113392,"Not Sig"
"CTLA4",0.178705421252371,7.25764445531976,2.06686921215865,0.0402818678980893,0.05516370531641,-5.17100063847528,"Not Sig"
"U2AF1L4",-0.109106888114263,7.7272083766693,-2.06565820621862,0.0403976073293676,0.0553169148927851,-5.17344371765986,"Not Sig"
"ZDHHC19",-0.171684224385261,7.52224180382999,-2.06474967517217,0.0404846250126204,0.0554307699126051,-5.17527569180406,"Not Sig"
"CDK13",-0.112987621699199,9.03536119899059,-2.06374723158681,0.040580823498579,0.0555571721439636,-5.17729614378824,"Not Sig"
"ABHD12",0.196618034661931,8.83489996121464,2.06314308467927,0.0406388942155493,0.0556313563843364,-5.17851336782274,"Not Sig"
"USP25",0.0653539487434616,6.95894302000312,2.06255382771295,0.0406956021583321,0.0557036610965014,-5.17970026561969,"Not Sig"
"OSBPL9",-0.184709856934804,10.4976907769174,-2.06169110069073,0.0407787499246287,0.0558121390511665,-5.18143741321909,"Not Sig"
"FZD3",0.0915130962563611,7.0624387272588,2.06142981776518,0.0408039604511443,0.0558413076191228,-5.18196338427803,"Not Sig"
"FAS",-0.0953355254842139,7.09476746486139,-2.06121694267922,0.0408245100791075,0.0558640926591246,-5.18239186194032,"Not Sig"
"MLLT6",-0.149245258262013,8.96906515757849,-2.06046519698578,0.0408971497189428,0.0559581462957985,-5.18390464868438,"Not Sig"
"TULP3",0.076427591179435,7.53338857133574,2.06031541234467,0.0409116362957372,0.0559726207530656,-5.18420600739703,"Not Sig"
"HLA-C",0.283726943566775,8.67221848270445,2.05961083898718,0.0409798387080202,0.0560595741611645,-5.1856232920907,"Not Sig"
"CECR1",-0.271644888621301,9.41734046004886,-2.05957799471658,0.0409830203896916,0.0560595741611645,-5.18568934875096,"Not Sig"
"BICD2",-0.117775935379182,8.79262887028506,-2.05891541441912,0.0410472508127005,0.0561420715613359,-5.18702172172015,"Not Sig"
"CX3CR1",0.10302765621028,7.10565077364103,2.0567368260991,0.0412590497643744,0.0564263696911233,-5.19139974018954,"Not Sig"
"PHTF1",0.135257092460128,8.10148481652152,2.05424870715657,0.0415020825581251,0.0567533252320055,-5.19639439144157,"Not Sig"
"CDC42EP1",0.155300957350505,8.21470185818661,2.05355124414537,0.0415704279603992,0.0568413593963531,-5.19779344760893,"Not Sig"
"PCM1",-0.202303937107384,10.2081528651921,-2.05301122686117,0.0416234110508921,0.0569083730891493,-5.19887636972473,"Not Sig"
"GOPC",0.0863014822394641,7.95362247738277,2.05255094033698,0.0416686169900246,0.0569647419249902,-5.19979919021624,"Not Sig"
"ZNF548",0.113603412579515,7.98286880949555,2.05208218154845,0.0417146981081008,0.0570222963354007,-5.20073879439789,"Not Sig"
"LTC4S",-0.0985071155608024,6.80632899627747,-2.05079229954334,0.0418417241045289,0.0571904775598022,-5.2033232467954,"Not Sig"
"EHD2",0.145502066005051,7.55765292657593,2.05065381557719,0.0418553814515432,0.0572036859284784,-5.20360062622871,"Not Sig"
"ACOT4",-0.1851696101005,9.40334696482356,-2.05034235477955,0.0418861117563904,0.0572402231358439,-5.20422440824273,"Not Sig"
"KRBOX4",-0.0904589847530319,7.58566048711103,-2.05009512053488,0.0419105188583739,0.0572681131089954,-5.20471949557854,"Not Sig"
"TRIM26",-0.141546939357411,9.68199163902623,-2.04980598182322,0.041939078198325,0.05730167099443,-5.20529842471747,"Not Sig"
"MDM2",0.0603371189343793,7.13168501074283,2.04940830433367,0.0419783854747872,0.0573440548741829,-5.20609454921407,"Not Sig"
"SSX2",0.143861478730545,6.90916100924222,2.0493977229851,0.0419794317869425,0.0573440548741829,-5.2061157303802,"Not Sig"
"NAP1L3",-0.0622698749030075,6.8858150578785,-2.04937064075463,0.0419821098520339,0.0573440548741829,-5.20616994163753,"Not Sig"
"HIPK2",-0.202017113352976,9.99256783717588,-2.04928809279616,0.0419902736249458,0.0573497367340611,-5.2063351759893,"Not Sig"
"FGFR3",-0.300107749150758,11.1811123190554,-2.04906259546234,0.0420125816190164,0.0573747336507602,-5.20678651656077,"Not Sig"
"SNORD34",0.0570538123396904,6.98225181831206,2.04795262228798,0.0421225365643544,0.0575194099734243,-5.20900747711005,"Not Sig"
"TMEM189",0.132828057619358,9.56670965869084,2.04788854950783,0.0421288911649598,0.0575226032560266,-5.20913564627643,"Not Sig"
"WDR35",0.0761134468288498,7.18643157543927,2.04775216856576,0.0421424198586245,0.0575355904713638,-5.2094084457092,"Not Sig"
"BGLAP",0.0726683254874567,7.22473028357498,2.04728605254247,0.0421886855596119,0.0575932656567214,-5.21034067564697,"Not Sig"
"WARS2",0.112773153713263,7.17262264762137,2.04715501027685,0.042201700346347,0.0576055421767586,-5.21060272323808,"Not Sig"
"LGI2",0.0692990938541893,6.9756030963041,2.04703752487605,0.042213371613113,0.0576159826200322,-5.21083764735868,"Not Sig"
"LINGO1",0.116952390988843,7.07120785547091,2.04640259134571,0.0422764950463971,0.0576966401667028,-5.21210704022882,"Not Sig"
"MYC",-0.407967126290529,9.57356046710804,-2.04634595842494,0.0422821292550422,0.0576988316806374,-5.21222024558211,"Not Sig"
"PIK3IP1",0.186389852155521,8.80567254682773,2.04587034494242,0.0423294716528243,0.0577579329792705,-5.21317084696444,"Not Sig"
"PDE6C",-0.0540624377796863,6.92304958060885,-2.04531847441692,0.0423844613472011,0.0578274566465956,-5.21427359872012,"Not Sig"
"DHRS7B",-0.136616321206212,8.6982762914783,-2.04428269894274,0.0424878330846604,0.0579629710707297,-5.21634252897027,"Not Sig"
"UFM1",0.161340842036637,8.94190835683754,2.04295839296073,0.0426203138540173,0.0581381671743895,-5.21898633812922,"Not Sig"
"POF1B",0.101150958914736,7.03883813883488,2.04259657707555,0.0426565703914009,0.0581810581016794,-5.21970837426582,"Not Sig"
"SUDS3",0.0692466135971719,7.06774355254731,2.04256355485336,0.0426598807640744,0.0581810581016794,-5.21977426702163,"Not Sig"
"SSFA2",0.134649912432693,7.49804427767378,2.04222629100943,0.0426937029432954,0.0582216421267085,-5.22044718745028,"Not Sig"
"RHBDF2",0.205297445843224,9.08665826186738,2.04194167028859,0.0427222636543332,0.0582550440138056,-5.22101499026269,"Not Sig"
"SASH1",-0.116530363386117,8.44353820312986,-2.0418137795372,0.0427351023580946,0.058267003434078,-5.22127010082129,"Not Sig"
"BTC",0.0893508552762983,6.92649551301852,2.04138293049016,0.0427783786801357,0.0583204566757646,-5.22212942671963,"Not Sig"
"MVD",0.166799433971438,8.00800919740107,2.03745285436612,0.0431748609462713,0.0588553852987003,-5.22995997564728,"Not Sig"
"TMPRSS12",-0.057479158790156,7.25815033858678,-2.03720868152994,0.0431995971497494,0.0588835011396898,-5.23044600836527,"Not Sig"
"CAPN6",-0.0807935562899997,7.09681903928371,-2.03593768556867,0.0433285520562357,0.0590516634310827,-5.23297506545891,"Not Sig"
"ZKSCAN1",-0.146663752277672,7.6294167788995,-2.03591147998271,0.0433312143168805,0.0590516634310827,-5.23302719413626,"Not Sig"
"TNFAIP8",0.121590131548352,7.29389008304805,2.03430528046384,0.0434946566974722,0.0592687629985629,-5.2362210595129,"Not Sig"
"FAM189A1",-0.0949687907273278,7.04289601858528,-2.03310152009532,0.0436174921856428,0.0594304928248632,-5.23861311765556,"Not Sig"
"TSFM",-0.088298788948098,8.1589598327189,-2.03275511577026,0.0436528951001981,0.0594730730067666,-5.23930122698293,"Not Sig"
"FKBP1B",0.132873539819136,7.17539500406516,2.0326196385461,0.043666747685487,0.0594862875308379,-5.23957031319105,"Not Sig"
"PDX1",0.276305341347459,7.30199285333877,2.03253277469019,0.0436756315105185,0.059492731348089,-5.23974283406391,"Not Sig"
"WNT4",0.130399467000566,6.82684884042206,2.03245939251085,0.0436831377244256,0.0594972976062142,-5.23988857342282,"Not Sig"
"CD53",-0.175680945889107,7.73697735141276,-2.03189113104365,0.0437413020330853,0.0595708537624685,-5.24101698935329,"Not Sig"
"KLF3-AS1",-0.0793245170267118,6.74439521628814,-2.03159191659869,0.0437719545895941,0.0596069315066321,-5.2416110288546,"Not Sig"
"C14orf169",0.111647823568683,8.51208187180162,2.02993845514056,0.0439416710638374,0.059832356179042,-5.24489219453071,"Not Sig"
"SHKBP1",0.0862458157644239,7.52329977130883,2.02955892571421,0.0439807061588057,0.0598798150487237,-5.24564498233076,"Not Sig"
"PIK3AP1",-0.241541169170448,9.53879421365158,-2.02745557545772,0.0441975743186108,0.0601693619394984,-5.24981449974419,"Not Sig"
"GBA2",0.124997770370448,7.93119761557093,2.02732471619049,0.0442110967409095,0.0601820508097365,-5.25007376895358,"Not Sig"
"HIST1H3B",0.0589050764924801,6.84926715743992,2.02605831067432,0.0443421436557488,0.060354701471186,-5.25258205323353,"Not Sig"
"PFKL",-0.139119637048838,9.01177291202183,-2.02532995546594,0.0444176631353362,0.0604517473477214,-5.25402398155102,"Not Sig"
"BICC1",0.344464501225099,8.38315559933007,2.02506693983657,0.0444449607970848,0.0604831518761659,-5.25454455355519,"Not Sig"
"AKIP1",0.122789611154742,8.4636942141624,2.02461585153777,0.0444918112516899,0.0605411564276986,-5.25543721732376,"Not Sig"
"NR4A3",-0.0887851159737751,6.86684090681288,-2.02445609734451,0.0445084135504248,0.0605553733559037,-5.2557533113138,"Not Sig"
"DOK7",0.0577402039058468,6.95360641287684,2.02443395601792,0.0445107149822631,0.0605553733559037,-5.25579711887075,"Not Sig"
"HRAT56",-0.0527542679445734,7.04342117653636,-2.02350391648988,0.0446074774479062,0.0606812517320125,-5.25763682963158,"Not Sig"
"FBXO7",-0.147445184913522,9.98200375086611,-2.02318755828233,0.0446404325325431,0.0607203148303527,-5.25826243419061,"Not Sig"
"IRX6",-0.0639501510989007,6.99369989074563,-2.02290969783263,0.0446693943906124,0.0607539394033559,-5.2588118318528,"Not Sig"
"CRHR1",-0.0623664784615849,7.53392780187353,-2.02228067044389,0.0447350180504831,0.0608374158314726,-5.26005530648678,"Not Sig"
"ABCD3",-0.136139125304924,9.08634324659823,-2.02208628719272,0.044755313787257,0.060859238524151,-5.26043949292625,"Not Sig"
"SHISA4",0.0576441134852352,7.11223827608822,2.02075486326836,0.0448945397644894,0.0610378989072201,-5.26307002437364,"Not Sig"
"CALB2",0.0614462468610002,7.07516071359252,2.02074834748913,0.0448952220196581,0.0610378989072201,-5.26308289372378,"Not Sig"
"CAMK2N1",0.198752380341132,11.6804766883527,2.02004113347546,0.044969325550437,0.0611328445196384,-5.26447948096379,"Not Sig"
"RHOBTB3",0.175888713977217,10.1821862311463,2.01988703179487,0.0449854864845815,0.0611490104316847,-5.26478373505109,"Not Sig"
"ABLIM1",0.200623477476325,9.93104157583504,2.01914951010642,0.0450629002078387,0.0612484266157595,-5.26623957137735,"Not Sig"
"HNF1A",-0.10271054824885,7.95244814031008,-2.0189175988844,0.0450872661026936,0.061275729422989,-5.26669724958943,"Not Sig"
"MYO16",-0.108608273447331,7.10420832306211,-2.01854107965031,0.0451268491963145,0.061323705980912,-5.26744020596881,"Not Sig"
"AMOTL1",-0.0572735058946341,6.87501643513193,-2.01821651759211,0.0451609938033492,0.0613634036245713,-5.26808053334631,"Not Sig"
"PFDN5",0.11868378692667,12.527982722269,2.01818196230926,0.0451646303854102,0.0613634036245713,-5.26814870156983,"Not Sig"
"TSC2",-0.1255794281392,8.00357043443934,-2.01722481704383,0.0452654589618691,0.0614945621465286,-5.27003644837228,"Not Sig"
"POMGNT1",0.13454010454762,10.0874265059225,2.01709686672007,0.0452789521318344,0.0615070591221799,-5.27028873604981,"Not Sig"
"MCU",-0.133775018236308,8.34199528912075,-2.0168091774985,0.0453093032710476,0.0615424514700061,-5.2708559352668,"Not Sig"
"TMEM55A",0.172705393727957,7.19732035198732,2.0162157695937,0.04537196230872,0.0616217159252604,-5.27202563663629,"Not Sig"
"SLC9A7",-0.160527812664649,8.46177470157639,-2.01602664854103,0.0453919474289003,0.0616430134658328,-5.27239835541813,"Not Sig"
"INSL5",-0.0940294751160105,7.37478162547889,-2.01513461111461,0.0454863132740154,0.061765307643508,-5.2741559291231,"Not Sig"
"TMX3",0.10847503453852,7.39749908091354,2.01485314376206,0.045516123422869,0.0617999275557639,-5.27471034806092,"Not Sig"
"PMP22",-0.24852613388232,8.57526273391227,-2.01465340687158,0.0455372875903779,0.0618228028584818,-5.27510373407289,"Not Sig"
"ZBTB49",-0.0774670326692242,7.13939773686206,-2.01406852430683,0.0455993100131748,0.0619011389743819,-5.27625545893634,"Not Sig"
"GLTSCR1L",0.128215373955276,8.91343050049254,2.0138375180894,0.0456238262723725,0.0619285503884753,-5.27671025840223,"Not Sig"
"TUG1",0.152302274529116,11.4544789363283,2.01284353881037,0.0457294433224467,0.0620660302006448,-5.27866661387121,"Not Sig"
"PARM1",0.203060686071987,7.39316515464139,2.01055232274784,0.0459736925369524,0.0623916238588942,-5.28317269281107,"Not Sig"
"AFF1",-0.131647101916238,7.8389569313988,-2.01042828888039,0.0459869464220938,0.0624036981149834,-5.28341648769233,"Not Sig"
"ZNF407",0.0910021305045543,8.43183613845937,2.00955762281804,0.0460800745980414,0.0625241482064937,-5.28512742281317,"Not Sig"
"TRAF4",-0.100419828303953,6.89290686594056,-2.0093392658452,0.0461034556130382,0.0625499474041439,-5.28555640264896,"Not Sig"
"NID2",0.0875156573263052,6.84310624438671,2.00908591808581,0.0461305959691561,0.0625808416429459,-5.28605406903786,"Not Sig"
"LOC100130745",0.0588713586770364,7.13801349110973,2.00876786925844,0.0461646867658928,0.0626167308234611,-5.28667874701772,"Not Sig"
"RANBP3",0.0976361085498993,8.76236469968831,2.00875753617161,0.0461657947005341,0.0626167308234611,-5.28669904059713,"Not Sig"
"ARHGEF16",-0.251154534084098,7.90810489052418,-2.00812963804398,0.0462331616264652,0.0627021658910957,-5.28793200920754,"Not Sig"
"PP7080",0.226028195860911,8.59836434098561,2.00726682142096,0.0463258690729483,0.0628219487532512,-5.28962567506593,"Not Sig"
"DYRK2",0.192361385528823,9.63358914115518,2.00680227312666,0.0463758489691486,0.0628797266384272,-5.290537272881,"Not Sig"
"SOX17",0.0873880006802565,6.7152697953851,2.0067892049026,0.0463772556174227,0.0628797266384272,-5.29056291416292,"Not Sig"
"B3GNT3",0.0825460435322301,7.07705828065259,2.00615727443353,0.0464453191306735,0.0629660488318634,-5.29180264083327,"Not Sig"
"RNY4",-0.210454519284982,8.3763694322071,-2.00565775470848,0.0464991810630544,0.0630331033850207,-5.29278233965773,"Not Sig"
"SDF4",-0.184618535501905,9.5105165681159,-2.00528822169416,0.0465390609913456,0.0630811933925469,-5.29350694832735,"Not Sig"
